date,std,flight_no,destination,destination_code,airline_name,aircraft_type,tail_reg,icao_cat,actual_departure,gate
31-Mar-26,08:00,,Katowice (KTW),KTW,Ryanair,CL35,M-ASBA,C,08:18,208
31-Mar-26,08:15,FR96,Prague (PRG),PRG,Ryanair,B738,SP-RSD,C,08:20,105
31-Mar-26,08:20,FR7008,Vienna (VIE),VIE,Lauda Europe,A320,9H-LOR,C,08:41,207
31-Mar-26,08:25,FR2971,Kaunas (KUN),KUN,Ryanair,B38M,SP-RZU,C,08:44,108
31-Mar-26,08:30,FR272,London (STN),STN,Ryanair,B738,9H-QEU,C,08:46,103
31-Mar-26,08:35,BA825,London (LHR),LHR,British Airways,A320,G-EUYT,C,08:49,423
31-Mar-26,08:37,FX5050,Indianapolis (IND),IND,FedEx,B763,N125FE,D,08:36,R201
31-Mar-26,08:40,EI156,London (LHR),LHR,Aer Lingus,A20N,EI-NSA,C,08:47,415
31-Mar-26,08:45,BA4463,London (LCY),LCY,British Airways,E190,G-LCYO,C,08:50,424
31-Mar-26,08:50,LH977,Frankfurt (FRA),FRA,Lufthansa (Star Alliance Livery),A320,D-AIZH,C,08:58,116
31-Mar-26,08:50,UA311,Washington (IAD),IAD,United Airlines,B752,N18112,D,08:56,419
31-Mar-26,08:55,FR7046,Malaga (AGP),AGP,Malta Air,B38M,9H-VUB,C,09:14,209
31-Mar-26,08:55,KL1136,Amsterdam (AMS),AMS,KLM,E295,PH-NXG,C,09:21,118
31-Mar-26,08:58,FX5202,Liege (LGG),LGG,FedEx,B763,N107FE,D,09:15,R201
31-Mar-26,09:05,FR611,Kerry (KIR),KIR,Ryanair,B738,EI-GJT,C,09:03,206
31-Mar-26,09:10,FR5405,Murcia (RMU),RMU,Ryanair,B38M,EI-IHY,C,09:12,206
31-Mar-26,09:15,AF1617,Paris (CDG),CDG,Air France,BCS3,F-HPNZ,C,09:24,115
31-Mar-26,09:20,FR446,Liverpool (LPL),LPL,Ryanair,B738,EI-GSK,C,09:18,201
31-Mar-26,09:25,EA3554,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GZV,B,09:28,421
31-Mar-26,09:25,,Weeze (NRN),NRN,Ryanair,B738,9H-QAL,C,09:38,208
31-Mar-26,09:30,AA133,Dallas (DFW),DFW,American Airlines,B788,N872AN,E,09:50,416
31-Mar-26,09:30,UA22,New York (EWR),EWR,United Airlines,B772,N77012,E,10:25,418
31-Mar-26,09:35,FR6187,Palma de Mallorca (PMI),PMI,Lauda Europe,A320,9H-LMC,C,09:45,208
31-Mar-26,09:40,AY1382,Helsinki (HEL),HEL,Finnair,E190,OH-LKI,C,09:53,407
31-Mar-26,09:40,EI158,London (LHR),LHR,Aer Lingus,A20N,EI-NSE,C,10:14,410
31-Mar-26,09:45,EI204,Manchester (MAN),MAN,Aer Lingus,A21N,EI-LRE,C,09:57,408
31-Mar-26,09:45,EI524,Paris (CDG),CDG,Aer Lingus,A21N,EI-LRG,C,10:17,414
31-Mar-26,09:45,FR1111,London (LGW),LGW,Ryanair,B738,9H-QAD,C,09:54,203
31-Mar-26,09:50,AC801,Toronto (YYZ),YYZ,Air Canada,B789,C-FGFZ,E,10:01,413
31-Mar-26,09:50,FR7390,Lisbon (LIS),LIS,Ryanair,B38M,EI-IKK,C,10:07,210
31-Mar-26,09:50,IB1882,Madrid (MAD),MAD,Iberia Express,A320,EC-LVQ,C,10:03,112
31-Mar-26,09:55,EI504,Bordeaux (BOD),BOD,Aer Lingus,A320,EI-DEJ,C,10:27,406
31-Mar-26,09:55,EI604,Amsterdam (AMS),AMS,Aer Lingus,A21N,EI-XLU,C,10:11,406
31-Mar-26,10:00,DL259,Minneapolis (MSP),MSP,Delta Air Lines,A333,N829NW,E,11:08,404
31-Mar-26,10:00,EI392,Hamburg (HAM),HAM,Aer Lingus,A320,EI-DEI,C,13:02,412
31-Mar-26,10:00,FR156,Leeds (LBA),LBA,Ryanair,B38M,EI-IFV,C,10:19,210
31-Mar-26,10:00,FR1023,Budapest (BUD),BUD,Ryanair,B38M,EI-IFS,C,10:12,202
31-Mar-26,10:00,FR1116,Reus (REU),REU,Ryanair,B738,9H-QCT,C,10:33,205
31-Mar-26,10:00,VY8721,Barcelona (BCN),BCN,Vueling,A320,EC-MJC,C,10:16,110
31-Mar-26,10:05,,London (LGW),LGW,Ryanair,B738,9H-QAD,C,10:05,208
31-Mar-26,10:20,EA3222,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HPK,B,12:11,421
31-Mar-26,10:20,EA3252,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GPN,B,10:29,417
31-Mar-26,10:20,EI3322,Manchester (MAN),MAN,Aer Lingus,AT7,,B,10:20,416
31-Mar-26,10:20,,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-FAT,B,10:34,418
31-Mar-26,10:25,FR662,Birmingham (BHX),BHX,Ryanair,B738,EI-GXK,C,10:45,210
31-Mar-26,10:30,BA827,London (LHR),LHR,British Airways,A320,G-EUYJ,C,11:22,424
31-Mar-26,10:30,EI404,Rome (FCO),FCO,Aer Lingus,A320,EI-DEL,C,10:56,407
31-Mar-26,10:30,EI3264,Birmingham (BHX),BHX,Aer Lingus,AT7,,B,10:30,416
31-Mar-26,10:30,,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-HPJ,B,10:38,418
31-Mar-26,10:35,FR534,Nottingham (EMA),EMA,Ryanair,B38M,EI-HEZ,C,11:12,201
31-Mar-26,10:40,LH2517,Munich (MUC),MUC,Lufthansa,A21N,D-AIEJ,C,10:51,117
31-Mar-26,10:40,TK1976,Istanbul (IST),IST,Turkish Airlines,A21N,TC-LTD,C,11:00,114
31-Mar-26,10:50,FR1454,Milan (MXP),MXP,Ryanair,B738,9H-QDI,C,11:10,203
31-Mar-26,10:50,FR7354,Chania (CHQ),CHQ,Ryanair,B738,EI-EKI,C,11:34,208
31-Mar-26,11:00,DL177,Atlanta (ATL),ATL,Delta Air Lines,B764,N839MH,D,11:15,403
31-Mar-26,11:10,EI162,London (LHR),LHR,Aer Lingus,A20N,EI-NSG,C,11:24,409
31-Mar-26,11:10,EI105,New York (JFK),JFK,Aer Lingus,A333,EI-FNG,E,11:29,415
31-Mar-26,11:10,FR116,London (LGW),LGW,Ryanair,B38M,EI-IHN,C,12:00,209
31-Mar-26,11:10,KL1138,Amsterdam (AMS),AMS,KLM,B738,PH-BXA,C,11:38,118
31-Mar-26,11:15,BA4465,London (LCY),LCY,British Airways,E190,G-LCYP,C,11:31,424
31-Mar-26,11:20,EI3266,Birmingham (BHX),BHX,Aer Lingus,AT7,,B,11:18,409
31-Mar-26,11:20,,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-GPO,B,11:26,418
31-Mar-26,11:25,FR7240,Madrid (MAD),MAD,Ryanair,B738,EI-EBY,C,11:42,201
31-Mar-26,11:30,EA3226,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HDK,B,11:39,421
31-Mar-26,11:30,FR202,London (STN),STN,Ryanair,B738,9H-QBJ,C,11:36,201
31-Mar-26,11:30,FR337,London (LTN),LTN,Ryanair,B738,EI-EVJ,C,11:35,206
31-Mar-26,11:30,WS35,Toronto (YYZ),YYZ,WestJet,B38M,C-GCAM,C,12:02,413
31-Mar-26,11:35,EI123,Chicago (ORD),ORD,Aer Lingus,A333,EI-EDY,E,12:24,411
31-Mar-26,11:35,UA981,Chicago (ORD),ORD,United Airlines,B788,N20904,E,11:48,418
31-Mar-26,11:40,EI3254,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-HNA,B,11:45,422
31-Mar-26,11:40,FR436,Liverpool (LPL),LPL,Ryanair,B38M,9H-VVJ,C,12:04,201
31-Mar-26,11:40,GR687,Guernsey (GCI),GCI,Aurigny,AT76,G-OGFC,B,11:53,R105
31-Mar-26,11:40,SK536,Stockholm (ARN),ARN,SAS,A20N,SE-ROE,C,11:50,116
31-Mar-26,11:45,AA725,Charlotte (CLT),CLT,American Airlines,B772,N756AM,E,13:37,417
31-Mar-26,11:45,EI544,Nice (NCE),NCE,Aer Lingus,A320,EI-GAL,C,12:27,410
31-Mar-26,11:50,FR3006,Amsterdam (AMS),AMS,Ryanair,B738,EI-DPP,C,12:17,207
31-Mar-26,11:50,FR4266,Verona (VRN),VRN,Ryanair,B738,9H-QEK,C,12:06,202
31-Mar-26,11:55,EW9395,Dusseldorf (DUS),DUS,Eurowings,A321,D-AIDO,C,12:22,117
31-Mar-26,12:00,EI164,London (LHR),LHR,Aer Lingus,A320,EI-FNJ,C,12:20,410
31-Mar-26,12:00,FR7032,Faro (FAO),FAO,Ryanair,B738,9H-QDL,C,12:08,206
31-Mar-26,12:00,HU752,Beijing (PEK),PEK,Hainan Airlines,A333,B-1021,E,12:14,416
31-Mar-26,12:05,FR1974,Poznan (POZ),POZ,Ryanair,B738,EI-GJT,C,12:10,207
31-Mar-26,12:05,FR7062,Alicante (ALC),ALC,Ryanair,B738,SP-RKH,C,12:19,213
31-Mar-26,12:20,EI514,Marseille (MRS),MRS,Aer Lingus,A320,EI-DEM,C,12:32,415
31-Mar-26,12:25,LH979,Frankfurt (FRA),FRA,Lufthansa,A20N,D-AIJD,C,12:41,117
31-Mar-26,12:30,EI160,London (LHR),LHR,Aer Lingus,A20N,EI-NSH,C,12:59,407
31-Mar-26,12:30,FR1740,Valencia (VLC),VLC,Ryanair,B738,EI-EGD,C,13:08,210
31-Mar-26,12:30,UA229,Washington (IAD),IAD,United Airlines,B752,N19117,D,12:49,418
31-Mar-26,12:30,XQ533,Antalya (AYT),AYT,SunExpress (Crystal Palace Livery),B38M,TC-SMF,C,12:43,113
31-Mar-26,12:35,EI117,Washington (IAD),IAD,Aer Lingus,A21N,EI-LRA,C,12:47,408
31-Mar-26,12:40,AA723,Philadelphia (PHL),PHL,American Airlines,B788,N874AN,E,12:57,416
31-Mar-26,12:40,SK538,Copenhagen (CPH),CPH,SAS,A20N,EI-SIB,C,12:45,117
31-Mar-26,12:45,EI208,Manchester (MAN),MAN,Aer Lingus,A320,EI-GAM,C,13:14,411
31-Mar-26,12:50,BA829,London (LHR),LHR,British Airways,A21N,G-TNEE,C,13:12,423
31-Mar-26,12:50,EI552,Lyon (LYS),LYS,Aer Lingus,A21N,EI-LRF,C,13:05,405
31-Mar-26,12:50,WF373,Bergen (BGO),BGO,Wideroe,E290,LN-WEB,C,13:03,417
31-Mar-26,12:55,FR816,Edinburgh (EDI),EDI,Ryanair,B38M,EI-ILH,C,13:34,209
31-Mar-26,13:00,EI61,San Francisco (SFO),SFO,Aer Lingus,A333,EI-EIM,E,13:35,414
31-Mar-26,13:00,EW2775,Stuttgart (STR),STR,Eurowings,A319,D-AGWV,C,13:57,117
31-Mar-26,13:00,FR506,Bristol (BRS),BRS,Ryanair,B738,SP-RKD,C,13:20,207
31-Mar-26,13:00,FR9456,Bologna (BLQ),BLQ,Ryanair,B738,9H-QCX,C,13:19,208
31-Mar-26,13:00,LX401,Zurich (ZRH),ZRH,Swiss,BCS3,HB-JCJ,C,13:41,118
31-Mar-26,13:05,FR152,Leeds (LBA),LBA,Ryanair,B38M,9H-VVL,C,13:23,206
31-Mar-26,13:10,EI584,Malaga (AGP),AGP,Aer Lingus,A320,EI-DVG,C,13:32,404
31-Mar-26,13:15,DL45,New York (JFK),JFK,Delta Air Lines,B763,N173DZ,D,14:03,404
31-Mar-26,13:15,FR9177,Ibiza (IBZ),IBZ,Ryanair,B738,SP-RSQ,C,13:43,210
31-Mar-26,13:15,FR9776,Nimes (FNI),FNI,Ryanair,B738,SP-RKV,C,13:52,202
31-Mar-26,13:20,EI101,New York (EWR),EWR,Aer Lingus,A21N,EI-LRC,C,13:30,411
31-Mar-26,13:20,EI127,Toronto (YYZ),YYZ,Aer Lingus,A333,EI-DUZ,E,13:59,406
31-Mar-26,13:20,FR288,London (STN),STN,Ryanair,B738,SP-RKW,C,13:40,204
31-Mar-26,13:20,FR8130,Malaga (AGP),AGP,Ryanair,B38M,EI-IJD,C,13:29,210
31-Mar-26,13:25,FR24,Paris (BVA),BVA,Ryanair,B38M,EI-IJZ,C,13:44,203
31-Mar-26,13:25,KL1140,Amsterdam (AMS),AMS,KLM,E295,PH-NXW,C,13:55,118
31-Mar-26,13:30,EI166,London (LHR),LHR,Aer Lingus,A20N,EI-NSD,C,13:46,410
31-Mar-26,13:30,EI526,Paris (CDG),CDG,Aer Lingus,A320,EI-EDS,C,13:53,404
31-Mar-26,13:35,EI608,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-DEP,C,14:11,413
31-Mar-26,13:35,UA316,New York (EWR),EWR,United Airlines,B752,N14115,D,14:01,419
31-Mar-26,13:45,EI3256,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,B,14:06,403
31-Mar-26,13:50,EI147,Bridgetown (BGI),BGI,Aer Lingus,A21N,EI-XLV,C,14:09,409
31-Mar-26,14:00,FR1992,La Rochelle (LRH),LRH,Ryanair,B738,EI-GXK,C,14:12,208
31-Mar-26,14:05,EI77,Nashville (BNA),BNA,Aer Lingus,A21N,EI-XLR,C,14:34,405
31-Mar-26,14:05,EI121,Orlando (MCO),MCO,Aer Lingus,A333,EI-FNH,E,15:06,410
31-Mar-26,14:05,EA3224,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HPJ,B,14:27,421
31-Mar-26,14:05,EI3330,Exeter (EXT),EXT,Aer Lingus Regional,AT76,EI-GZV,B,14:16,410
31-Mar-26,14:05,PC1158,Istanbul (SAW),SAW,Pegasus,A20N,TC-NBA,C,14:24,113
31-Mar-26,14:05,,London (BQH),BQH,NetJets,C56X,G-NJAK,C,14:14,R110
31-Mar-26,14:10,EI131,Windsor Locks (BDL),BDL,Aer Lingus,A21N,EI-LRD,C,15:03,403
31-Mar-26,14:15,EI708,Marrakesh (RAK),RAK,Aer Lingus,A320,EI-DVN,C,14:36,407
31-Mar-26,14:15,FI419,Reykjavik (KEF),KEF,Icelandair,B39M,TF-ICA,C,14:54,113
31-Mar-26,14:20,EI464,Malta (MLA),MLA,Aer Lingus,A320,EI-DES,C,16:27,416
31-Mar-26,14:20,EI748,Bilbao (BIO),BIO,Aer Lingus,A320,EI-DVH,C,14:49,415
31-Mar-26,14:20,EK162,Dubai (DXB),DXB,Emirates,B77W,A6-ENV,C,14:43,415
31-Mar-26,14:20,FR1986,Nantes (NTE),NTE,Ryanair,B38M,9H-VUZ,C,14:25,210
31-Mar-26,14:20,FR5131,Basel (BSL),BSL,Ryanair,B738,9H-QAD,C,14:23,210
31-Mar-26,14:20,MS776,Cairo (CAI),CAI,Egyptair (90 Years Sticker),A20N,SU-GFO,C,14:57,115
31-Mar-26,14:25,EI89,Minneapolis (MSP),MSP,Aer Lingus,A21N,EI-XLW,C,14:48,404
31-Mar-26,14:30,EI168,London (LHR),LHR,Aer Lingus,A20N,EI-NSE,C,14:55,409
31-Mar-26,14:30,FR340,London (LTN),LTN,Ryanair,B738,SP-RKM,C,15:59,205
31-Mar-26,14:30,FR558,Manchester (MAN),MAN,Ryanair,B738,EI-EMH,C,15:28,209
31-Mar-26,14:30,FR9611,Rome (FCO),FCO,Ryanair,B738,SP-RNP,C,14:52,210
31-Mar-26,14:30,,London (LCY),LCY,NetJets,C68A,CS-LUD,C,14:45,R110
31-Mar-26,14:40,EA3286,Bristol (BRS),BRS,Aer Lingus Regional,AT76,EI-GPN,B,14:59,422
31-Mar-26,14:40,FR5151,Glasgow (GLA),GLA,Ryanair,B38M,EI-IHC,C,14:51,202
31-Mar-26,14:45,,Maastricht (MST),MST,NetJets,GLEX,CS-GLK,C,15:01,R110
31-Mar-26,14:50,EI51,Las Vegas (LAS),LAS,Aer Lingus,A332,EI-DUO,E,15:08,410
31-Mar-26,14:50,EI412,Verona (VRN),VRN,Aer Lingus,A320,EI-DVE,C,15:13,404
31-Mar-26,14:50,FR664,Birmingham (BHX),BHX,Ryanair,B38M,9H-VVJ,C,16:08,202
31-Mar-26,14:50,FR7235,Malta (MLA),MLA,Ryanair,B38M,EI-HMZ,C,15:25,208
31-Mar-26,15:00,DL155,Boston (BOS),BOS,Delta Air Lines,B763,N178DZ,D,15:10,403
31-Mar-26,15:00,EI764,Tenerife (TFS),TFS,Aer Lingus (Retro livery),A320,EI-DVM,C,15:23,403
31-Mar-26,15:00,EI782,Gran Canaria (LPA),LPA,Aer Lingus,A320,EI-DVL,C,15:18,406
31-Mar-26,15:00,EI778,Lanzarote (ACE),ACE,Aer Lingus,A20N,EI-NSB,C,15:14,415
31-Mar-26,15:00,FR884,Fuerteventura (FUE),FUE,Ryanair,B38M,EI-HGP,C,15:16,208
31-Mar-26,15:00,,Reykjavik (KEF),KEF,-,H25B,OY-JBJ,C,15:36,R101
31-Mar-26,15:05,FR3100,Amsterdam (AMS),AMS,Ryanair,B38M,EI-HET,C,15:20,201
31-Mar-26,15:10,EA3242,Aberdeen (ABZ),ABZ,Aer Lingus Regional,AT76,EI-GPO,B,15:48,421
31-Mar-26,15:15,BA831,London (LHR),LHR,British Airways,A320,G-EUYC,C,15:56,425
31-Mar-26,15:15,FR831,Venice (VCE),VCE,Ryanair,B738,9H-QEW,C,15:47,206
31-Mar-26,15:20,FR8564,Malaga (AGP),AGP,Ryanair,B738,EI-EVJ,C,16:10,202
31-Mar-26,15:25,FR118,London (LGW),LGW,Ryanair,B38M,9H-VUQ,C,15:51,204
31-Mar-26,15:25,FR442,Liverpool (LPL),LPL,Ryanair,B38M,EI-IHN,C,16:20,205
31-Mar-26,15:25,FR7124,Lanzarote (ACE),ACE,Ryanair,B38M,EI-IFW,C,15:40,202
31-Mar-26,15:35,FR7121,Tenerife (TFS),TFS,Ryanair,B38M,EI-HEN,C,16:45,208
31-Mar-26,15:40,EI87,Cleveland (CLE),CLE,Aer Lingus,A21N,EI-XLU,C,15:58,407
31-Mar-26,15:40,EI798,Izmir (ADB),ADB,Aer Lingus,A320,EI-DEJ,C,16:06,412
31-Mar-26,15:40,EA3930,Newquay (NQY),NQY,Aer Lingus Regional,AT76,EI-HDK,B,15:42,420
31-Mar-26,15:45,BA4467,London (LCY),LCY,British Airways,E190,G-LCAE,C,16:46,423
31-Mar-26,15:45,EI406,Rome (FCO),FCO,Aer Lingus,A320,EI-DER,C,15:54,409
31-Mar-26,15:45,FR204,London (STN),STN,Ryanair,B738,SP-RNS,C,16:36,205
31-Mar-26,15:50,EA3216,Isle of Man (IOM),IOM,Aer Lingus Regional,AT76,EI-HPK,B,16:03,418
31-Mar-26,15:50,EA3326,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-HNA,B,16:15,421
31-Mar-26,15:55,EI172,London (LHR),LHR,Aer Lingus,A20N,EI-NSG,C,16:01,415
31-Mar-26,16:05,FR7328,Lisbon (LIS),LIS,Ryanair,B38M,EI-HGW,C,16:28,202
31-Mar-26,16:10,EI586,Malaga (AGP),AGP,Aer Lingus,A320,EI-EDP,C,16:31,416
31-Mar-26,16:15,EI574,Alicante (ALC),ALC,Aer Lingus,A320,EI-DVK,C,16:42,416
31-Mar-26,16:20,AF1817,Paris (CDG),CDG,Air France,BCS3,F-HZUN,C,17:27,114
31-Mar-26,16:20,EI496,Faro (FAO),FAO,Aer Lingus,A320,EI-GAM,C,16:51,416
31-Mar-26,16:25,EI736,Palma de Mallorca (PMI),PMI,Aer Lingus,A320,EI-DEK,C,16:33,413
31-Mar-26,16:25,FR120,London (LGW),LGW,Ryanair,B738,EI-DPP,C,17:22,204
31-Mar-26,16:25,FR808,Edinburgh (EDI),EDI,Ryanair,B38M,EI-IHY,C,16:48,208
31-Mar-26,16:25,FR1452,Brussels (BRU),BRU,Ryanair,B738,EI-DPN,C,16:37,210
31-Mar-26,16:30,FR8912,Zagreb (ZAG),ZAG,Lauda Europe,A320,9H-LAX,C,17:00,206
31-Mar-26,16:35,EI119,Washington (IAD),IAD,Aer Lingus,A21N,EI-LRG,C,16:41,409
31-Mar-26,16:40,FR5306,Kerry (KIR),KIR,Ryanair,B738,SP-RKD,C,16:39,203
31-Mar-26,16:40,FR7326,Prague (PRG),PRG,Ryanair,B738,SP-RSF,C,16:50,209
31-Mar-26,16:45,BA4469,London (LCY),LCY,British Airways,E190,G-LCYS,C,16:57,425
31-Mar-26,16:45,EI107,New York (JFK),JFK,Aer Lingus,A21N,EI-LRE,C,17:11,405
31-Mar-26,16:45,EI125,Chicago (ORD),ORD,Aer Lingus,A333,EI-EIL,E,17:03,412
31-Mar-26,16:45,EI137,Boston (BOS),BOS,Aer Lingus,A333,EI-EIN,E,16:55,416
31-Mar-26,16:45,FR943,Palma de Mallorca (PMI),PMI,Ryanair,B38M,EI-IFS,C,17:14,207
31-Mar-26,16:50,FR562,Manchester (MAN),MAN,Ryanair,B38M,9H-VUW,C,17:05,104
31-Mar-26,16:50,FR4224,Bratislava (BTS),BTS,Ryanair,B738,9H-QCT,C,16:59,210
31-Mar-26,17:00,FR7034,Faro (FAO),FAO,Ryanair,B738,EI-DPL,C,17:12,205
31-Mar-26,17:05,TK1978,Istanbul (IST),IST,Turkish Airlines,B738,TC-JHV,C,17:25,114
31-Mar-26,17:15,FR3977,Barcelona (BCN),BCN,Ryanair,B738,9H-QDI,C,18:29,209
31-Mar-26,17:20,FR3880,Dubrovnik (DBV),DBV,Ryanair,B38M,EI-ILJ,C,17:35,207
31-Mar-26,17:20,FR5203,Sofia (SOF),SOF,Ryanair,B38M,EI-ILC,C,17:51,205
31-Mar-26,17:20,KL1142,Amsterdam (AMS),AMS,KLM,E190,PH-EZL,C,17:45,119
31-Mar-26,17:30,EI176,London (LHR),LHR,Aer Lingus,A20N,EI-NSA,C,17:38,408
31-Mar-26,17:35,LH981,Frankfurt (FRA),FRA,Lufthansa,A321,D-AISH,C,18:17,117
31-Mar-26,17:45,VL2519,Munich (MUC),MUC,Lufthansa City,A20N,D-AIIC,C,18:06,117
31-Mar-26,17:50,EI336,Berlin (BER),BER,Aer Lingus,A320,EI-DVI,C,17:58,407
31-Mar-26,17:50,EA3228,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-GZV,B,17:54,418
31-Mar-26,17:50,EA3308,Southampton (SOU),SOU,Aer Lingus Regional,AT76,EI-HPJ,B,18:00,421
31-Mar-26,17:50,FR5021,Pisa (PSA),PSA,Ryanair,B38M,9H-VVJ,C,19:45,208
31-Mar-26,17:50,FR7134,Palermo (PMO),PMO,Ryanair,B738,SP-RND,C,17:53,209
31-Mar-26,17:55,FR7312,Zadar (ZAD),ZAD,Ryanair,B38M,EI-IHC,C,18:13,209
31-Mar-26,18:00,AY1386,Helsinki (HEL),HEL,Finnair,A319,OH-LVH,C,18:12,408
31-Mar-26,18:00,FR122,London (LGW),LGW,Ryanair,B738,9H-QEK,C,18:32,202
31-Mar-26,18:00,FR3102,Amsterdam (AMS),AMS,Ryanair,B738,SP-RKM,C,19:17,210
31-Mar-26,18:00,,Tirana (TIA),TIA,Ryanair,CL35,M-ASBA,C,18:04,208
31-Mar-26,18:05,FR290,London (STN),STN,Ryanair,B38M,EI-IHN,C,19:12,210
31-Mar-26,18:05,FR8134,Alicante (ALC),ALC,Ryanair,B38M,EI-HMW,C,18:57,209
31-Mar-26,18:10,FR9977,Ibiza (IBZ),IBZ,Ryanair,B738,EI-EBY,C,19:19,201
31-Mar-26,18:20,EI610,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-FNJ,C,18:19,410
31-Mar-26,18:20,FR8107,Reus (REU),REU,Ryanair,B738,EI-GXK,C,18:30,209
31-Mar-26,18:30,EI528,Paris (CDG),CDG,Aer Lingus,A320,EI-DEI,C,18:52,403
31-Mar-26,18:30,EA3258,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,B,18:41,422
31-Mar-26,18:30,FR20,Newcastle (NCL),NCL,Ryanair,B738,EI-GJT,C,18:34,202
31-Mar-26,18:35,FR126,London (LGW),LGW,Ryanair,B738,9H-QCA,C,18:50,205
31-Mar-26,18:35,FR7002,Girona (GRO),GRO,Ryanair,B38M,9H-VUZ,C,18:46,211
31-Mar-26,18:35,LX405,Zurich (ZRH),ZRH,airBaltic,BCS3,YL-BTB,C,19:00,118
31-Mar-26,18:35,FX5201,London (STN),STN,FedEx,B763,N107FE,D,18:47,R201
31-Mar-26,18:35,,Zurich (ZRH),ZRH,airBaltic,BCS3,YL-BTB,C,19:00,114
