date,sta,flight_no,origin,origin_code,airline_name,aircraft_type,tail_reg,icao_cat,cbp_flag,actual_landing,gate
02-Apr-26,20:25,FR127,London (LGW),LGW,Ryanair,B738,9H-QCF,C,FALSE,,
02-Apr-26,20:30,FR21,Newcastle (NCL),NCL,Ryanair,B38M,EI-IGF,C,FALSE,,
02-Apr-26,20:30,FR817,Edinburgh (EDI),EDI,Ryanair,B738,EI-EKS,C,FALSE,,
02-Apr-26,20:30,FR1557,Manchester (MAN),MAN,Ryanair,B738,EI-DLX,C,FALSE,,
02-Apr-26,20:33,5X249,Shannon (SNN),SNN,UPS,B763,N364UP,D,FALSE,,
02-Apr-26,20:40,EI3331,Exeter (EXT),EXT,Aer Lingus Regional,AT76,EI-GPO,B,FALSE,,
02-Apr-26,20:40,FR7063,Alicante (ALC),ALC,Ryanair,B38M,EI-IJK,C,FALSE,,
02-Apr-26,20:45,FR449,Liverpool (LPL),LPL,Ryanair,B738,EI-DCL,C,FALSE,,
02-Apr-26,20:55,EI177,London (LHR),LHR,Aer Lingus,A20N,EI-NSD,C,FALSE,,
02-Apr-26,20:55,EA3557,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-HPK,B,FALSE,,
02-Apr-26,21:00,EI413,Verona (VRN),VRN,Aer Lingus,A320,EI-DEH,C,FALSE,,
02-Apr-26,21:00,FR4845,Milan (BGY),BGY,Ryanair,B38M,EI-IKD,C,FALSE,,
02-Apr-26,21:00,FR7137,Lisbon (LIS),LIS,Ryanair,B738,EI-EVJ,C,FALSE,,
02-Apr-26,21:09,N/A,Pisa (PSA),PSA,NetJets,GLEX,CS-GLJ,C,FALSE,,
02-Apr-26,21:15,FR1909,Gdansk (GDN),GDN,Ryanair,B738,SP-RKB,C,FALSE,,
02-Apr-26,21:17,5O4394,Shannon (SNN),SNN,ASL Airlines,B738,F-HIQB,C,FALSE,,
02-Apr-26,21:20,FR6394,Barcelona (BCN),BCN,Ryanair,B738,EI-GSI,C,FALSE,,
02-Apr-26,21:20,RK291,London (STN),STN,Ryanair,B38M,G-RYMA,C,FALSE,,
02-Apr-26,21:25,FR509,Bristol (BRS),BRS,Ryanair,B38M,EI-HGG,C,FALSE,,
02-Apr-26,21:30,EI179,London (LHR),LHR,Aer Lingus,A20N,EI-NSH,C,FALSE,,
02-Apr-26,21:30,EI277,Birmingham (BHX),BHX,Aer Lingus,A320,EI-DES,C,FALSE,,
02-Apr-26,21:30,EA3409,Donegal (CFN),CFN,Aer Lingus Regional,AT76,EI-GZV,B,FALSE,,
02-Apr-26,21:35,EA3309,Southampton (SOU),SOU,Aer Lingus Regional,AT76,EI-FAT,B,FALSE,,
02-Apr-26,21:40,FR3103,Amsterdam (AMS),AMS,Ryanair,B738,9H-QAL,C,FALSE,,
02-Apr-26,21:45,EA3259,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-HDK,B,FALSE,,
02-Apr-26,21:45,EA3289,Bristol (BRS),BRS,Aer Lingus Regional,AT76,EI-GPN,B,FALSE,,
02-Apr-26,21:50,BA4470,London (LCY),LCY,British Airways,E190,G-LCAB,C,FALSE,,
02-Apr-26,22:00,FR143,London (LGW),LGW,Ryanair,B38M,EI-HET,C,FALSE,,
02-Apr-26,22:05,EI639,Brussels (BRU),BRU,Aer Lingus,A320,EI-DEI,C,FALSE,,
02-Apr-26,22:05,EA3329,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-GPP,B,FALSE,,
02-Apr-26,22:10,EA3197,Liverpool (LPL),LPL,Aer Lingus Regional,AT76,EI-HPJ,B,FALSE,,
02-Apr-26,22:15,FR8131,Malaga (AGP),AGP,Ryanair,B738,9H-QAD,C,FALSE,,
02-Apr-26,22:15,LH982,Frankfurt (FRA),FRA,Lufthansa,A321,D-AIRN,C,FALSE,,
02-Apr-26,22:20,5F5711,Chisinau (RMO),RMO,FlyOne,A321,YR-FIB,C,FALSE,,
02-Apr-26,22:20,EI611,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-GAL,C,FALSE,,
02-Apr-26,22:25,KL1145,Amsterdam (AMS),AMS,KLM,B738,PH-BXV,C,FALSE,,
02-Apr-26,22:30,EI183,London (LHR),LHR,Aer Lingus,A20N,EI-NSG,C,FALSE,,
02-Apr-26,22:30,FR7236,Malta (MLA),MLA,Ryanair,B38M,EI-HGY,C,FALSE,,
02-Apr-26,22:35,FR535,Nottingham (EMA),EMA,Ryanair,B738,EI-DPN,C,FALSE,,
02-Apr-26,22:35,FR669,Birmingham (BHX),BHX,Ryanair,B38M,EI-HMW,C,FALSE,,
02-Apr-26,22:40,AF1016,Paris (CDG),CDG,Air France,BCS3,F-HZUM,C,FALSE,,
02-Apr-26,22:40,EI529,Paris (CDG),CDG,Aer Lingus,A320,EI-EDS,C,FALSE,,
02-Apr-26,22:40,EA3229,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HNA,B,FALSE,,
02-Apr-26,22:40,FR5562,Glasgow (GLA),GLA,Ryanair,B738,9H-QDR,C,FALSE,,
02-Apr-26,22:50,EI737,Palma de Mallorca (PMI),PMI,Aer Lingus,A20N,EI-NSE,C,FALSE,,
02-Apr-26,22:50,H4251,Cluj-Napoca (CLJ),CLJ,HiSky,A320,YR-SUN,C,FALSE,,
02-Apr-26,22:50,H4473,Chisinau (RMO),RMO,HiSky,A320,YR-SKY,C,FALSE,,
02-Apr-26,22:55,EI709,Marrakesh (RAK),RAK,Aer Lingus (Retro livery),A320,EI-DVM,C,FALSE,,
02-Apr-26,22:55,FR307,London (LGW),LGW,Ryanair,B38M,EI-HEN,C,FALSE,,
02-Apr-26,22:55,FR6245,Tirana (TIA),TIA,Ryanair,B738,EI-EBF,C,FALSE,,
02-Apr-26,22:55,FR6841,Naples (NAP),NAP,Ryanair,B38M,EI-HMZ,C,FALSE,,
02-Apr-26,23:00,EI465,Malta (MLA),MLA,Aer Lingus,A320,EI-DVH,C,FALSE,,
02-Apr-26,23:00,FR341,London (LTN),LTN,Ryanair,B738,9H-QFE,C,FALSE,,
02-Apr-26,23:05,EI497,Faro (FAO),FAO,Aer Lingus,A320,EI-DEJ,C,FALSE,,
02-Apr-26,23:05,FR1977,Riga (RIX),RIX,Ryanair,B738,SP-RNS,C,FALSE,,
02-Apr-26,23:05,FR8108,Reus (REU),REU,Ryanair,B738,SP-RKD,C,FALSE,,
02-Apr-26,23:05,TK1173,Istanbul (IST),IST,Turkish Airlines,B38M,TC-LCU,C,FALSE,,
02-Apr-26,23:10,EI337,Berlin (BER),BER,Aer Lingus,A320,EI-DER,C,FALSE,,
02-Apr-26,23:10,EI587,Malaga (AGP),AGP,Aer Lingus,A320,EI-DEM,C,FALSE,,
02-Apr-26,23:10,FR456,Leeds (LBA),LBA,Ryanair,B38M,EI-ILK,C,FALSE,,
02-Apr-26,23:20,FR210,London (STN),STN,Ryanair,B738,SP-RSQ,C,FALSE,,
02-Apr-26,23:25,FR1900,Manchester (MAN),MAN,Ryanair,B738,9H-QCJ,C,FALSE,,
02-Apr-26,23:25,FR5404,Murcia (RMU),RMU,Ryanair,B738,EI-DPP,C,FALSE,,
02-Apr-26,23:40,FR3087,Venice (VCE),VCE,Ryanair,B38M,EI-IHC,C,FALSE,,
02-Apr-26,23:40,FR8112,Faro (FAO),FAO,Ryanair,B738,SP-RNP,C,FALSE,,
02-Apr-26,23:45,FR4267,Verona (VRN),VRN,Ryanair,B38M,EI-IGL,C,FALSE,,
02-Apr-26,23:55,FR557,Manchester (MAN),MAN,Ryanair,B738,9H-QCS,C,FALSE,,
02-Apr-26,23:55,FR635,Cardiff (CWL),CWL,Ryanair,B738,EI-EVJ,C,FALSE,,
02-Apr-26,23:59,FR3567,Santiago de Compostela (SCQ),SCQ,Ryanair,B738,SP-RKH,C,FALSE,,
03-Apr-26,00:05,FR312,Stockholm (ARN),ARN,Ryanair,B738,EI-DLV,C,FALSE,,
03-Apr-26,00:05,TP1326,Lisbon (LIS),LIS,TAP Express,E190,CS-TPT,C,FALSE,,
03-Apr-26,00:10,EI449,Heraklion (HER),HER,Aer Lingus,A320,EI-DVE,C,FALSE,,
03-Apr-26,00:20,EI779,Lanzarote (ACE),ACE,Aer Lingus,A320,EI-DVI,C,FALSE,,
03-Apr-26,00:20,FR4410,Rhodes (RHO),RHO,Ryanair,B38M,EI-IFW,C,FALSE,,
03-Apr-26,00:25,FR2972,Kaunas (KUN),KUN,Ryanair,B738,9H-QAR,C,FALSE,,
03-Apr-26,00:25,FR7200,Lanzarote (ACE),ACE,Ryanair,B38M,EI-HGP,C,FALSE,,
03-Apr-26,00:30,EI575,Alicante (ALC),ALC,Aer Lingus,A320,EI-EDP,C,FALSE,,
03-Apr-26,00:35,FR1979,Lodz (LCJ),LCJ,Ryanair,B38M,EI-IHY,C,FALSE,,
03-Apr-26,00:45,EI765,Tenerife (TFS),TFS,Aer Lingus,A320,EI-DVN,C,FALSE,,
03-Apr-26,00:45,FR7073,Porto (OPO),OPO,Ryanair,B738,SP-RKV,C,FALSE,,
03-Apr-26,00:50,EI783,Gran Canaria (LPA),LPA,Aer Lingus,A320,EI-DVK,C,FALSE,,
03-Apr-26,00:50,LH8321,Birmingham (BHX),BHX,Lufthansa Cargo,A321,D-AEUA,C,FALSE,,
03-Apr-26,00:55,EI565,Barcelona (BCN),BCN,Aer Lingus,A320,EI-DVG,C,FALSE,,
03-Apr-26,00:55,FR1959,Nice (NCE),NCE,Ryanair,B738,SP-RND,C,FALSE,,
03-Apr-26,00:55,FR6186,Palma de Mallorca (PMI),PMI,Ryanair,B38M,9H-VUZ,C,FALSE,,
03-Apr-26,00:55,FR7037,Girona (GRO),GRO,Ryanair,B38M,EI-ILC,C,FALSE,,
03-Apr-26,01:01,FR3333,Pafos (PFO),PFO,Ryanair,B38M,9H-VUQ,C,FALSE,,
03-Apr-26,01:06,OJ300,Karlsruhe / Baden-Baden (FKB),FKB,NyxAir,AT75,ES-NTC,B,FALSE,,
03-Apr-26,01:10,FR5433,Ibiza (IBZ),IBZ,Ryanair,B738,SP-RKM,C,FALSE,,
03-Apr-26,01:10,FR6920,Barcelona (BCN),BCN,Ryanair,B38M,EI-ILJ,C,FALSE,,
03-Apr-26,01:10,FR9289,Brindisi (BDS),BDS,Ryanair,B38M,EI-IHM,C,FALSE,,
03-Apr-26,01:15,FR327,Bucharest (OTP),OTP,Ryanair,B38M,EI-IJD,C,FALSE,,
03-Apr-26,01:30,EI799,Izmir (ADB),ADB,Aer Lingus,A320,EI-DEP,C,FALSE,,
03-Apr-26,01:54,XM358,Birmingham (BHX),BHX,Zimex Aviation,AT72,HB-AFJ,B,FALSE,,
03-Apr-26,03:59,N/A,Nottingham (EMA),EMA,DHL,A306,D-AZMN,C,FALSE,,
03-Apr-26,04:30,EI104,New York (JFK),JFK,Aer Lingus,A333,EI-DUZ,E,TRUE,,
03-Apr-26,04:35,EI132,Boston (BOS),BOS,Aer Lingus,A21N,EI-LRA,C,TRUE,,
03-Apr-26,04:42,QY2886,Brussels (BRU),BRU,DHL,B738,EC-IXO,C,FALSE,,
03-Apr-26,04:45,FX5051,Indianapolis (IND),IND,FedEx,B763,N134FE,D,FALSE,,
03-Apr-26,04:45,5O4294,Paris (CDG),CDG,ASL Airlines,B738,F-HIQB,C,FALSE,,
03-Apr-26,05:00,5X248,Cologne (CGN),CGN,UPS,B763,N364UP,D,FALSE,,
03-Apr-26,05:10,EI122,Chicago (ORD),ORD,Aer Lingus,A333,EI-EIL,E,TRUE,,
03-Apr-26,05:10,EI126,Toronto (YYZ),YYZ,Aer Lingus,A333,EI-EDY,E,TRUE,,
03-Apr-26,05:15,EI100,New York (EWR),EWR,Aer Lingus,A21N,EI-LRC,C,TRUE,,
03-Apr-26,05:15,EI116,Washington (IAD),IAD,Aer Lingus,A21N,EI-LRE,C,TRUE,,
03-Apr-26,05:15,EI130,Windsor Locks (BDL),BDL,Aer Lingus,A21N,EI-LRG,C,TRUE,,
03-Apr-26,05:24,QY2882,Leipzig (LEJ),LEJ,Titan Airways,A321,9H-ZTB,C,FALSE,,
03-Apr-26,05:53,FX5202,Paris (CDG),CDG,FedEx,B763,N107FE,D,FALSE,,
03-Apr-26,06:24,TK6513,Istanbul (IST),IST,Turkish Cargo,A332,TC-JDP,E,FALSE,,
03-Apr-26,06:30,AA722,Philadelphia (PHL),PHL,American Airlines,B788,N880BJ,E,TRUE,,
03-Apr-26,07:00,FR441,Liverpool (LPL),LPL,Ryanair,B738,9H-QDW,C,FALSE,,
03-Apr-26,07:01,VJT418,Girona (GRO),GRO,VistaJet,CL35,9H-VCL,C,FALSE,,
03-Apr-26,07:15,FR561,Manchester (MAN),MAN,Ryanair,B38M,EI-HEY,C,FALSE,,
03-Apr-26,07:15,FR633,Copenhagen (CPH),CPH,Ryanair,B38M,EI-IHX,C,FALSE,,
03-Apr-26,07:20,UA310,Washington (IAD),IAD,United Airlines,B752,N19117,D,TRUE,,
03-Apr-26,07:30,UA23,New York (EWR),EWR,United Airlines,B772,N799UA,E,TRUE,,
03-Apr-26,07:30,FR23,Paris (BVA),BVA,Ryanair,B38M,EI-IGO,C,FALSE,,
03-Apr-26,07:30,FR494,Madrid (MAD),MAD,Ryanair,B738,9H-QAW,C,FALSE,,
03-Apr-26,07:40,FR331,London (LTN),LTN,Ryanair,B738,9H-QDK,C,FALSE,,
03-Apr-26,07:45,BA824,London (LHR),LHR,British Airways,A21N,G-NEOR,C,FALSE,,
03-Apr-26,07:45,FR262,Alicante (ALC),ALC,Ryanair,B38M,EI-IKA,C,FALSE,,
03-Apr-26,07:45,FR312,Stockholm (ARN),ARN,Ryanair,B38M,EI-IKI,C,FALSE,,
03-Apr-26,07:45,FR7140,Vilnius (VNO),VNO,Ryanair,B738,SP-RNO,C,FALSE,,
03-Apr-26,07:50,FR7001,Girona (GRO),GRO,Ryanair,B738,EI-ENO,C,FALSE,,
03-Apr-26,07:50,FR7441,Gdansk (GDN),GDN,Ryanair,B738,SP-RSM,C,FALSE,,
03-Apr-26,07:55,DL258,Minneapolis (MSP),MSP,Delta Air Lines,A339,N405DX,E,TRUE,,
03-Apr-26,07:55,FR271,London (STN),STN,Ryanair,B738,EI-EMO,C,FALSE,,
03-Apr-26,07:55,LX402,Zurich (ZRH),ZRH,airBaltic,BCS3,YL-CSD,C,FALSE,,
03-Apr-26,08:00,LH976,Frankfurt (FRA),FRA,Lufthansa,A320,D-AIZE,C,FALSE,,
